FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,HOLIDAY,DEP_DELAY_NEW,DISTANCE,aver_temp,total_snow,aver_wind_speed,precipitation,aver_visibility,label
2018-01-10,WN,655,BWI,MD,TPA,FL,1145,1346.0,0,121.0,842.0,1.0,0.0,7.25,0.0,10.0,1.0
2018-01-03,DL,2446,FLL,FL,ATL,GA,1455,1451.0,0,0.0,581.0,17.5,0.0,27.13,0.8,10.0,0.0
2018-01-03,OO,5048,RKS,WY,DEN,CO,545,552.0,0,7.0,260.0,-6.0,0.0,6.88,0.0,10.0,0.0
2018-01-18,UA,310,BWI,MD,ORD,IL,948,937.0,0,0.0,622.0,-3.0,0.0,15.13,0.0,10.0,0.0
2018-01-06,F9,607,IND,IN,DEN,CO,1957,2036.0,0,39.0,977.0,-15.5,0.0,7.25,0.0,9.0,1.0
2018-01-05,VX,1957,SAN,CA,SFO,CA,1150,1159.0,0,9.0,447.0,17.5,0.0,9.13,0.0,10.0,0.0
2018-01-17,AA,1460,DFW,TX,DCA,VA,1000,957.0,0,0.0,1192.0,-4.0,0.0,6.38,0.0,10.0,0.0
2018-01-03,EV,3925,MKE,WI,ORD,IL,1020,1047.0,0,27.0,67.0,-11.5,0.1,20.13,0.1,9.38,1.0
2018-01-04,WN,1797,LAX,CA,SLC,UT,1520,1536.0,0,16.0,590.0,18.0,0.0,5.25,0.0,10.0,1.0
2018-01-16,B6,190,SAN,CA,JFK,NY,1330,1320.0,0,0.0,2446.0,16.0,0.0,6.5,0.0,10.0,0.0
2018-01-08,HA,549,KOA,HI,HNL,HI,1017,1015.0,0,0.0,163.0,23.5,0.0,11.5,0.2,10.0,0.0
2018-01-12,WN,267,TPA,FL,SAT,TX,1550,1552.0,1,2.0,972.0,21.5,0.0,19.75,0.2,10.0,0.0
2018-01-19,9E,3400,DTW,MI,PIT,PA,1525,1519.0,0,0.0,201.0,-2.0,0.0,22.63,0.0,10.0,0.0
2018-01-10,9E,3665,ATL,GA,SHV,LA,936,932.0,0,0.0,551.0,13.0,0.0,12.63,0.1,6.5,0.0
2018-01-02,WN,6694,JAX,FL,BWI,MD,1515,1525.0,1,10.0,663.0,3.0,0.0,24.63,0.0,10.0,0.0
2018-01-05,WN,1576,LAX,CA,SJC,CA,1150,1144.0,0,0.0,308.0,18.5,0.0,5.63,0.0,10.0,0.0
2018-01-18,OO,5006,SBA,CA,LAX,CA,1335,1331.0,0,0.0,89.0,17.0,0.0,7.0,0.0,10.0,0.0
2018-01-17,B6,279,LAS,NV,LGB,CA,849,837.0,0,0.0,231.0,11.5,0.0,3.13,0.0,10.0,0.0
2018-01-03,NK,817,DFW,TX,LAS,NV,2245,2242.0,0,0.0,1055.0,0.5,0.0,9.0,0.0,10.0,0.0
2018-01-02,NK,611,EWR,NJ,MYR,SC,955,954.0,1,0.0,550.0,-8.0,0.0,19.5,0.0,10.0,0.0
2018-01-29,DL,492,JFK,NY,ATL,GA,1945,1940.0,0,0.0,760.0,4.0,0.4,21.5,0.5,9.0,0.0
2018-01-16,DL,2262,LAX,CA,JFK,NY,1415,1407.0,0,0.0,2475.0,18.0,0.0,4.38,0.0,10.0,0.0
2018-01-18,AA,1910,PBI,FL,CLT,NC,650,815.0,0,85.0,590.0,11.0,0.0,25.63,0.0,10.0,1.0
2018-01-11,OO,5074,CGI,MO,UIN,IL,625,618.0,0,0.0,207.0,9.5,0.0,23.25,5.2,8.38,0.0
2018-01-19,DL,2210,SEA,WA,HNL,HI,815,814.0,0,0.0,2677.0,5.0,0.0,10.0,0.0,10.0,0.0
2018-01-01,UA,495,LAX,CA,DEN,CO,545,604.0,1,19.0,862.0,17.0,0.0,5.0,0.0,10.0,1.0
2018-01-07,OO,4957,SFO,CA,SEA,WA,1030,1142.0,0,72.0,679.0,11.0,0.0,5.13,0.0,10.0,1.0
2018-01-01,WN,192,MDW,IL,GRR,MI,1340,1413.0,1,33.0,137.0,-19.0,0.0,15.38,0.0,10.0,1.0
2018-01-13,DL,1789,ATL,GA,MEM,TN,1205,1201.0,1,0.0,332.0,0.0,0.0,20.63,0.0,10.0,0.0
2018-01-18,WN,6280,RSW,FL,BWI,MD,1705,1700.0,0,0.0,919.0,8.0,0.0,17.63,0.0,10.0,0.0
2018-01-14,UA,401,RNO,NV,DEN,CO,1332,1337.0,1,5.0,804.0,5.0,0.0,6.13,0.0,10.0,0.0
2018-01-23,WN,1646,MDW,IL,DTW,MI,1000,1014.0,0,14.0,228.0,0.0,0.2,15.63,0.2,9.38,0.0
2018-01-05,WN,237,AUS,TX,BWI,MD,515,514.0,0,0.0,1342.0,10.5,0.0,9.13,0.2,9.0,0.0
2018-01-24,AA,2329,DCA,VA,DFW,TX,2005,1954.0,0,0.0,1192.0,4.0,0.0,13.0,0.0,10.0,0.0
2018-01-14,MQ,3388,MHK,KS,DFW,TX,1745,1747.0,1,2.0,431.0,-3.5,0.3,13.88,0.9,7.75,0.0
2018-01-18,WN,999,HOU,TX,LAX,CA,840,840.0,0,0.0,1390.0,1.5,0.0,7.75,0.0,10.0,0.0
2018-01-08,YX,4619,MSP,MN,LGA,NY,710,710.0,0,0.0,1020.0,-3.5,0.0,9.75,0.0,10.0,0.0
2018-01-14,UA,374,ORD,IL,IAH,TX,1215,1212.0,1,0.0,925.0,-9.5,0.8,12.0,0.9,9.0,0.0
2018-01-29,DL,1186,ATL,GA,DAL,TX,811,809.0,0,0.0,721.0,10.0,0.0,13.5,0.0,7.5,0.0
2018-01-15,UA,2403,ORD,IL,GRR,MI,1402,1419.0,1,17.0,137.0,-8.5,1.1,15.63,1.4,6.38,1.0
2018-01-18,UA,248,DCA,VA,ORD,IL,1645,1640.0,0,0.0,612.0,-2.5,0.0,12.38,0.0,10.0,0.0
2018-01-15,YX,4442,ATL,GA,LGA,NY,2021,2038.0,1,17.0,762.0,3.0,0.0,5.63,0.0,10.0,1.0
2018-01-02,AA,372,DEN,CO,DFW,TX,1245,1249.0,1,4.0,641.0,-3.5,0.0,8.0,0.0,10.0,0.0
2018-01-28,NK,204,PBI,FL,BOS,MA,1250,1238.0,0,0.0,1197.0,23.0,0.0,24.75,0.3,9.88,0.0
2018-01-02,DL,671,DTW,MI,MCO,FL,2017,2040.0,1,23.0,957.0,-14.5,0.0,19.13,0.0,10.0,1.0
2018-01-14,WN,2244,BOS,MA,BWI,MD,2110,2102.0,1,0.0,369.0,-8.0,0.0,12.5,0.0,10.0,0.0
2018-01-11,NK,1168,PHX,AZ,ORD,IL,1910,1905.0,0,0.0,1440.0,15.5,0.0,2.63,0.0,10.0,0.0
2018-01-27,AA,2029,LAX,CA,DEN,CO,1955,1951.0,0,0.0,862.0,17.5,0.0,7.88,0.0,10.0,0.0
2018-01-25,EV,4320,LIT,AR,IAH,TX,1715,1706.0,0,0.0,374.0,9.0,0.0,10.5,0.0,10.0,0.0
2018-01-03,AS,356,SEA,WA,SFO,CA,2105,2124.0,0,19.0,679.0,5.0,0.0,4.63,0.0,10.0,1.0
2018-01-16,EV,5436,BHM,AL,LGA,NY,605,604.0,0,0.0,866.0,-2.0,0.2,10.63,0.2,9.38,0.0
2018-01-21,OO,5337,EGE,CO,SFO,CA,630,622.0,0,0.0,847.0,-8.0,3.9,8.88,4.6,6.25,0.0
2018-01-20,UA,1945,SEA,WA,IAH,TX,655,653.0,0,0.0,1874.0,5.5,0.0,12.25,0.1,10.0,0.0
2018-01-23,B6,1806,BNA,TN,BOS,MA,1009,1001.0,0,0.0,942.0,5.5,0.0,14.5,0.1,10.0,0.0
2018-01-08,WN,1249,MDW,IL,MCI,MO,1545,1613.0,0,28.0,405.0,-0.5,0.0,15.38,0.1,10.0,1.0
2018-01-17,OO,3163,PHX,AZ,LBB,TX,2000,2115.0,0,75.0,588.0,16.0,0.0,9.25,0.0,10.0,1.0
2018-01-23,DL,1994,PHX,AZ,JFK,NY,700,654.0,0,0.0,2153.0,14.0,0.0,7.75,0.0,10.0,0.0
2018-01-19,WN,250,MKE,WI,BWI,MD,1815,1808.0,0,0.0,641.0,0.0,0.0,23.0,0.0,10.0,0.0
2018-01-05,OO,5670,IAH,TX,BNA,TN,1945,2243.0,0,178.0,657.0,9.0,0.0,7.0,0.0,10.0,1.0
2018-01-29,WN,1557,CHS,SC,HOU,TX,1640,1634.0,0,0.0,928.0,12.5,0.0,11.13,13.3,6.88,0.0
2018-01-31,WN,1106,PHX,AZ,LAS,NV,1200,1218.0,0,18.0,255.0,19.5,0.0,5.0,0.0,10.0,1.0
2018-01-22,AS,92,ANC,AK,SEA,WA,1200,1208.0,0,8.0,1448.0,-9.0,0.0,11.63,0.0,10.0,0.0
2018-01-02,WN,6574,SJC,CA,LAS,NV,1135,1248.0,1,73.0,386.0,15.5,0.0,3.88,0.0,10.0,1.0
2018-01-28,AA,763,ATL,GA,MIA,FL,1236,1255.0,0,19.0,594.0,11.5,0.0,5.88,8.5,2.13,1.0
2018-01-08,WN,755,STL,MO,MKE,WI,955,950.0,0,0.0,317.0,1.0,0.0,5.63,0.2,4.0,0.0
2018-01-20,WN,3408,HRL,TX,HOU,TX,1250,1244.0,0,0.0,277.0,16.5,0.0,11.63,0.0,10.0,0.0
2018-01-09,WN,640,BWI,MD,DEN,CO,1330,1345.0,0,15.0,1491.0,2.0,0.0,7.38,0.0,9.0,1.0
2018-01-17,WN,6030,MDW,IL,LAX,CA,855,908.0,0,13.0,1750.0,-10.0,0.0,17.63,0.0,10.0,0.0
2018-01-09,UA,2013,IAH,TX,DFW,TX,1205,1201.0,0,0.0,224.0,12.0,0.0,6.38,0.0,10.0,0.0
2018-01-19,OO,4978,SLC,UT,BZN,MT,1601,1602.0,0,1.0,347.0,5.0,0.8,25.25,0.9,9.0,0.0
2018-01-21,YX,3431,CMH,OH,ORD,IL,605,553.0,0,0.0,296.0,5.0,0.0,10.13,0.7,0.5,0.0
2018-01-27,MQ,3565,BWI,MD,JFK,NY,1325,1317.0,0,0.0,184.0,7.0,0.0,17.5,0.0,10.0,0.0
2018-01-24,OH,5397,DCA,VA,PWM,ME,1459,1451.0,0,0.0,482.0,4.0,0.0,13.0,0.0,10.0,0.0
2018-01-09,DL,839,DTW,MI,FLL,FL,2026,2022.0,0,0.0,1127.0,-2.5,0.0,8.88,0.1,5.75,0.0
2018-01-10,DL,1577,LAX,CA,MSY,LA,940,938.0,0,0.0,1670.0,15.0,0.0,6.63,0.0,10.0,0.0
